repository,stars,age_years,ai_score,ai_validation_reason,pre_commits,pre_issues,pre_avg_resolution_hours,pre_issue_rate_per_month,pre_fix_percent,pre_revert_percent,pre_avg_lines_changed,pre_avg_mi,pre_median_mi,pre_std_mi,pos_commits,pos_issues,pos_avg_resolution_hours,pos_issue_rate_per_month,pos_fix_percent,pos_revert_percent,pos_avg_lines_changed,pos_avg_mi,pos_median_mi,pos_std_mi,comparison_mi_change_percent
onnx/onnx,20764,8.7,10,Arquivo detectado: .claude; Arquivo detectado: .github/copilot-instructions.md; Co-autoria detectada no commit 92e5412: 'copilot'; Co-autoria detectada no commit df36ea9: 'claude',99,689,14879.815004546957,114.83333333333333,62.62626262626263,9.090909090909092,198.46464646464648,73.95758032325247,78.53778717860988,24.43206094587311,247,205,10080.584531746032,34.166666666666664,79.35222672064778,1.6194331983805668,229.46963562753035,77.74998356466926,82.277655613286,22.26222502908533,5.127808704450611
PrefectHQ/prefect,22302,7.9,5,Arquivo detectado: .claude; Co-autoria detectada no commit e934cf2: 'claude',1000,547,11213.53028031688,91.16666666666667,16.2,0.6,523.593,68.12799853937662,63.08799142290859,23.904632816714976,1000,777,8689.542636475337,129.5,28.000000000000004,0.1,348.749,67.99366236401308,65.83610267325358,28.462159571535945,-0.19718203711195162
huggingface/datasets,21487,6.1,3,Co-autoria detectada no commit 6732f14: 'claude',566,643,5731.530848036126,107.16666666666667,53.003533568904594,3.7102473498233217,212.96113074204948,74.47037026919377,75.96705177437907,18.89947179089874,106,153,4102.708163841808,25.5,48.113207547169814,1.8867924528301887,107.27358490566037,56.944633878000765,56.586673805300826,27.82112470869517,-23.533838126279452
sanic-org/sanic,18640,9.9,3,Co-autoria detectada no commit 9aef932: 'copilot',104,143,5171.565744274809,23.833333333333332,44.230769230769226,4.807692307692308,227.82692307692307,64.02456207122052,59.42970595155434,25.384335575046123,34,51,10388.825130208334,8.5,47.05882352941176,0.0,235.73529411764707,64.22772797799773,60.8787747232125,25.54842017400911,0.31732494562198627
kivy/kivy,18925,15.5,3,Co-autoria detectada no commit 9e704cc: 'copilot',46,794,35115.02262641723,132.33333333333334,67.3913043478261,0.0,33.19565217391305,50.581560268752895,49.916880342999576,24.48058699201996,65,54,3642.3750555555553,9.0,55.38461538461539,6.153846153846154,366.3538461538462,51.30810374147622,50.6368337517537,25.13002689559878,1.4363801133516152
huggingface/sentence-transformers,18637,6.8,3,Co-autoria detectada no commit 45015b6: 'copilot',89,439,3457.9322468527644,73.16666666666667,26.96629213483146,1.1235955056179776,52.98876404494382,65.97165845698592,57.73270372290436,23.67965632506261,386,79,2206.3248692810457,13.166666666666666,22.53886010362694,2.072538860103627,343.2901554404145,62.709192760882765,56.21016468856352,26.470375767683112,-4.945253420042959
caronc/apprise,16497,8.4,4,Arquivo detectado: .vscode/settings.json; Arquivo detectado: .vscode/extensions.json,54,87,6026.478942436413,14.5,18.51851851851852,0.0,586.3333333333334,59.309309322833016,60.29213019694251,12.782175097070656,110,92,9359.378116096865,15.333333333333334,15.454545454545453,0.9090909090909091,698.0727272727273,58.931572880575104,58.49686124157351,19.42385917765012,-0.6368923303453322
laramies/theHarvester,16138,15.3,3,Co-autoria detectada no commit e4da0ef: 'claude',269,71,6065.989190140845,11.833333333333334,28.25278810408922,0.0,946.7397769516729,64.12844400166883,59.672088881799525,19.608262453851648,204,16,15087.103849206353,2.6666666666666665,32.35294117647059,0.0,73.1029411764706,55.26576609685035,55.52650870664343,17.001644679552122,-13.820197952390426
NVIDIA-NeMo/NeMo,17169,6.8,10,Arquivo detectado: .cursor; Arquivo detectado: .claude; Co-autoria detectada no commit 7ccc79b: 'claude'; Co-autoria detectada no commit 52ba833: 'copilot',303,394,1360.310095177665,65.66666666666667,63.03630363036304,9.900990099009901,1769.1386138613861,74.59366936089033,78.92975743521586,22.78323561148329,292,272,2271.2994606256743,45.333333333333336,56.16438356164384,6.506849315068493,7789.869863013699,63.29679681870205,63.574525427423794,27.910929647697753,-15.1445459634558
NVIDIA/Megatron-LM,16224,7.1,7,Arquivo detectado: .cursorrules; Arquivo detectado: .claude; Co-autoria detectada no commit c817dad: 'claude',336,111,23852.27472222223,18.5,23.214285714285715,0.2976190476190476,153.73511904761904,63.868431293089486,62.90266067120129,18.743685904346723,1000,557,4096.013991656491,92.83333333333333,27.800000000000004,3.5999999999999996,1705.807,60.91636999662151,57.195033725205256,28.381162398146646,-4.622097704139768
wkentaro/labelme,15819,10.0,2,Arquivo detectado: .claude,38,210,8553.284364672365,35.0,31.57894736842105,5.263157894736842,18.236842105263158,59.79943805790023,59.82635880217123,25.5048516786002,859,41,4999.338303303302,6.833333333333333,23.51571594877765,2.0954598370197903,133.66821885913853,54.60935447403297,49.65055249557635,28.970515461471237,-8.679151096440094
hummingbot/hummingbot,18468,7.1,3,Co-autoria detectada no commit cbfa3fd: 'claude',1000,1217,8387.426921418773,202.83333333333334,29.2,1.7000000000000002,897.034,62.07357264323596,58.0606519048266,24.16653650033137,1000,115,2799.479736111111,19.166666666666668,29.299999999999997,1.7000000000000002,1262.463,58.802446818900535,55.05301590153445,28.05558384908185,-5.2697560089476765
ansible/awx,15400,9.0,3,Co-autoria detectada no commit 2451156: 'claude',828,1806,10684.73100939373,301.0,26.44927536231884,2.0531400966183577,962.1871980676328,71.58367239059405,72.00844266446275,27.325278053855687,187,76,2070.692847222222,12.666666666666666,46.524064171122994,5.347593582887701,94.85026737967914,69.44922708688539,69.16010982074755,27.21213746541225,-2.981748815654673
dagster-io/dagster,15430,8.0,7,Arquivo detectado: .claude; Arquivo detectado: .vscode/extensions.json; Co-autoria detectada no commit 0ddcc67: 'claude',1000,1149,10208.16279650834,191.5,24.2,0.8,701.389,69.16763057890508,65.3195580684234,26.25682973446758,1000,776,15605.701861176165,129.33333333333334,52.7,2.3,410.291,65.70999472290714,61.673900630996854,27.282041866067814,-4.998921933654402
lra/mackup,15223,13.1,6,Co-autoria detectada no commit a57bba5: 'claude'; Co-autoria detectada no commit 9dc0b32: 'copilot',58,86,35783.288658392434,14.333333333333334,13.793103448275861,0.0,10.120689655172415,73.77480917366603,69.0935801393045,19.513938350978943,48,11,58857.36493055555,1.8333333333333333,14.583333333333334,0.0,101.0,67.76405084679452,62.91710315872875,20.455915564020565,-8.147440019427464
Nuitka/Nuitka,14804,13.0,6,Arquivo detectado: .cursorrules; Arquivo detectado: .vscode/settings.json; Arquivo detectado: .vscode/extensions.json,836,1061,5168.269633428754,176.83333333333334,25.478468899521534,0.23923444976076555,625.7105263157895,68.17509835643403,70.03428324297984,26.257877645673467,877,205,5645.140124209574,34.166666666666664,31.92702394526796,0.11402508551881414,344.0877993158495,65.52462730158659,66.64378417230753,28.560622030775562,-3.8877407128776147
beetbox/beets,15078,15.7,5,Arquivo detectado: .github/copilot-instructions.md; Co-autoria detectada no commit f459edb: 'claude',266,1007,9636.157459989505,167.83333333333334,21.052631578947366,0.37593984962406013,192.77443609022558,58.18249458469697,59.52820171095856,25.83179188172386,1000,1238,7725.538138917147,206.33333333333334,30.9,0.6,457.642,58.05826615528569,58.107062795590394,24.18501676216976,-0.21351513079322193
pyodide/pyodide,14569,8.2,5,Arquivo detectado: .cursorrules; Co-autoria detectada no commit cd9afe1: 'claude',208,330,13195.201194241687,55.0,26.923076923076923,1.4423076923076923,142.89423076923077,75.65391888336761,77.67554256890801,22.42595862424966,166,80,5596.203909722222,13.333333333333334,22.289156626506024,1.2048192771084338,492.71084337349396,74.90805725087753,77.24390207708387,24.077074649118114,-0.9858863142832545
nltk/nltk,14602,16.7,6,Co-autoria detectada no commit 380d8ea: 'copilot'; Co-autoria detectada no commit a1af8be: 'claude',181,227,13494.892695413437,37.833333333333336,32.59668508287293,4.41988950276243,226.292817679558,56.917132998421,58.52522726779709,27.536784597220826,307,48,5099.526649305555,8.0,43.32247557003257,1.9543973941368076,75.39413680781759,56.556228648706224,57.829574276656444,27.336023396457552,-0.6340873664961159
scipy/scipy,14662,15.2,3,Co-autoria detectada no commit 50669a0: 'claude',979,1592,25702.214887076814,265.3333333333333,31.46067415730337,1.0214504596527068,866.1634320735444,61.77550083678647,60.56926207887021,28.60820554783734,1000,642,11532.33849217311,107.0,28.999999999999996,0.8,384.14,59.95189157014982,56.4651671977927,30.36444285466851,-2.9519943050801087
idank/explainshell,14044,12.7,2,Arquivo detectado: .claude,2,92,65015.74105620154,15.333333333333334,50.0,0.0,14.0,72.18054229147432,73.73984877480059,25.226142653638277,438,102,58291.4259315376,17.0,36.07305936073059,0.684931506849315,195.10045662100455,51.39161224815366,46.84514817609248,23.770015933894275,-28.801293788251524
saltstack/salt,15371,15.2,3,Co-autoria detectada no commit 01dfcb1: 'copilot',962,2378,28392.383296115262,396.3333333333333,32.12058212058212,1.3513513513513513,283.8898128898129,49.5232762955412,49.34739335494068,24.160430250076818,797,352,12801.444426946628,58.666666666666664,41.65621079046424,1.2547051442910917,4184.869510664994,50.33751071139132,50.280720209316,26.371013450987864,1.644144888538857
PaddlePaddle/PaddleDetection,14195,6.5,3,Co-autoria detectada no commit 8b03233: 'claude',336,1278,3591.9474407018565,213.0,47.91666666666667,1.1904761904761905,306.3988095238095,58.5098498820515,53.97373527834792,24.082814863155654,3,50,15759.36751068376,8.333333333333334,33.33333333333333,0.0,982.0,54.0169382956701,49.652766113562535,24.556973721655886,-7.678897818809211
geldata/gel,14086,8.9,3,Co-autoria detectada no commit ba406fa: 'copilot',586,282,8619.467341269841,47.0,41.467576791808874,1.3651877133105803,167.30204778156997,59.29997849302798,59.61548707754219,32.27264778856372,7,14,16359.735,2.3333333333333335,28.57142857142857,0.0,158.71428571428572,56.23598747106752,57.28653075284947,31.758291467345614,-5.166934457355159
dask/dask,13820,11.3,3,Co-autoria detectada no commit 5ea912c: 'claude',292,859,10100.647901348038,143.16666666666666,21.91780821917808,1.0273972602739725,119.86986301369863,46.371552918274496,42.808269494736855,30.42492458377499,109,165,5327.653901808785,27.5,13.761467889908257,0.0,63.5045871559633,47.66994458485727,44.9138552797572,30.021409801994487,2.7999745207391844
evilsocket/opensnitch,13579,9.1,3,Co-autoria detectada no commit 91d9abe: 'claude',89,138,5622.531132478633,23.0,37.07865168539326,0.0,222.42696629213484,37.60987353600343,33.42041433470417,28.582886061161794,254,147,5453.3862268518515,24.5,25.196850393700785,0.0,429.6732283464567,56.07104028283859,50.12921470322395,31.24547813845028,49.08595805078295
redis/redis-py,13523,16.5,8,Arquivo detectado: .claude; Co-autoria detectada no commit bd2589c: 'copilot'; Co-autoria detectada no commit 7e8ea88: 'claude',229,201,8294.99675879397,33.5,16.593886462882097,0.0,254.9825327510917,58.6532685532253,55.27082447446995,28.211976192200513,114,137,11673.814404761904,22.833333333333332,59.64912280701754,4.385964912280701,821.8421052631579,58.92250360631435,57.57361472699806,29.812715642921713,0.45902821740399474
sshuttle/sshuttle,13307,11.6,3,Co-autoria detectada no commit 514847e: 'claude',49,74,7680.131101851851,12.333333333333334,26.53061224489796,0.0,22.571428571428573,54.29052642776867,49.13147353467086,25.7272301477722,48,11,868.8644444444444,1.8333333333333333,47.91666666666667,0.0,89.14583333333333,49.03628962331177,44.81688550123485,23.611546441929526,-9.677999367803974
plasma-umass/scalene,13406,6.4,6,Co-autoria detectada no commit 7a515ff: 'claude'; Co-autoria detectada no commit 021e9ee: 'copilot',528,64,4556.24981060606,10.666666666666666,17.803030303030305,1.1363636363636365,43.84848484848485,66.9120876814332,67.71925137840692,21.798258802196727,178,41,4663.580424382716,6.833333333333333,45.50561797752809,3.932584269662921,3355.3651685393256,63.5059327771512,65.73283392825357,22.8288133158817,-5.090492648351706
DLR-RM/stable-baselines3,13208,6.0,3,Co-autoria detectada no commit 088f8f5: 'copilot',51,235,3129.966086956522,39.166666666666664,58.82352941176471,3.9215686274509802,64.0,63.516945429711754,57.015838678680616,23.95243040512122,17,35,3548.8067261904757,5.833333333333333,64.70588235294117,0.0,1103.1176470588234,62.69611707580871,57.938355160295096,23.89937698628446,-1.2922982179792948
dbcli/pgcli,13145,11.6,3,Co-autoria detectada no commit d935d2d: 'copilot',5,150,43108.77121737509,25.0,20.0,0.0,47.8,59.284201689256996,59.01256661140165,26.03203911600208,21,20,3547.02311965812,3.3333333333333335,47.61904761904761,0.0,16.142857142857142,60.65934555510166,61.74528192878621,26.59671666707428,2.3195789546979015
python-pillow/Pillow,13553,13.8,3,Co-autoria detectada no commit d2b2010: 'copilot',610,528,9898.012250938811,88.0,11.967213114754099,0.16393442622950818,36.98360655737705,62.7526934510088,62.05320696975659,23.581954760724383,529,86,4112.793376736111,14.333333333333334,11.153119092627598,1.3232514177693762,48.73345935727788,58.17404760440022,58.49080464414951,24.51889620455174,-7.296333583168253
pypa/pipx,12778,7.6,3,Co-autoria detectada no commit df716f9: 'copilot',16,141,16762.76906167979,23.5,18.75,0.0,17.5625,65.24202315184465,61.22126663746791,20.887377387322424,85,115,13887.764700520833,19.166666666666668,40.0,0.0,71.21176470588236,58.64530533993212,54.01778924878041,21.2247003432333,-10.111148448844526
Kludex/starlette,12279,7.9,3,Co-autoria detectada no commit 0a29b5c: 'copilot',54,194,12091.74540927896,32.333333333333336,33.33333333333333,0.0,39.425925925925924,57.692722441773874,54.22571535252695,25.540956153741465,67,20,16441.073431372548,3.3333333333333335,23.88059701492537,1.4925373134328357,69.61194029850746,52.4742210987391,53.58662413343305,21.716393579690873,-9.045337301080778
icloud-photos-downloader/icloud_photos_downloader,11910,10.0,5,Arquivo detectado: .vscode/settings.json; Co-autoria detectada no commit 52e1fcd: 'claude',27,63,18871.050422453704,10.5,18.51851851851852,0.0,2.0,79.6642498027289,83.22735471547875,19.49952778365744,1,50,4048.3384920634926,8.333333333333334,0.0,0.0,2.0,69.38616791235991,63.98896859201538,25.799253706397785,-12.901749424391012
apache/tvm,13328,9.6,3,Co-autoria detectada no commit 1b94055: 'claude',1000,399,12902.929995822891,66.5,50.8,4.6,273.193,72.77265468151664,73.17189569377263,24.884717960996763,505,159,1857.8943042575281,26.5,51.48514851485149,0.7920792079207921,725.7287128712871,77.84279820084663,84.34516396127314,24.28062504846556,6.967099855734331
secdev/scapy,12263,10.6,3,Co-autoria detectada no commit 5b81ba1: 'copilot',122,161,4653.392183048432,26.833333333333332,40.98360655737705,2.459016393442623,266.3196721311475,55.726579469012954,52.78355489307404,29.12361135070853,72,48,2470.6240538194443,8.0,51.388888888888886,1.3888888888888888,436.65277777777777,53.34809034869349,51.601022012564314,30.33928729383021,-4.268141240648075
dbt-labs/dbt-core,12719,10.2,6,Co-autoria detectada no commit 13d51b7: 'copilot'; Co-autoria detectada no commit 9467792: 'claude',512,891,6612.915020762552,148.5,28.90625,1.171875,414.25390625,58.104133982642075,56.477995563095355,26.40714438664001,252,659,6421.328732260297,109.83333333333333,42.46031746031746,4.761904761904762,531.0238095238095,64.8986533119054,59.44842875097895,29.51817273519837,11.693693483656624
ludwig-ai/ludwig,11685,7.4,2,Arquivo detectado: .vscode/settings.json,152,196,21698.668374433106,32.666666666666664,26.973684210526315,0.0,1054.6842105263158,73.0310655564241,75.23108899213375,26.012326464658837,178,52,13924.664958628846,8.666666666666666,47.19101123595505,1.1235955056179776,701.8202247191011,67.1060303171934,64.75467846986845,26.280820598041974,-8.1130340822605
kornia/kornia,11193,7.7,10,Arquivo detectado: .github/copilot-instructions.md; Arquivo detectado: .vscode/settings.json; Co-autoria detectada no commit 915b6b4: 'claude'; Co-autoria detectada no commit 6f03716: 'copilot',263,185,21949.899993928357,30.833333333333332,55.13307984790875,1.520912547528517,149.16349809885932,60.85840264682625,59.63897044901512,22.478642367018942,178,363,23489.708481711525,60.5,65.73033707865169,2.247191011235955,488.0561797752809,73.83648869193705,75.14018030460392,20.772254272946796,21.325052056369746
great-expectations/great_expectations,11458,8.7,6,Co-autoria detectada no commit eaccf46: 'claude'; Co-autoria detectada no commit f712566: 'copilot',560,365,4072.3586605783867,60.833333333333336,38.75,5.892857142857142,531.0785714285714,59.963728305113875,55.52889124443285,27.493707133452503,240,74,5099.944482905983,12.333333333333334,17.5,0.0,200.77083333333334,72.64094604217411,75.64367188405569,23.162807472822124,21.141476848395172
speechbrain/speechbrain,11511,6.0,6,Co-autoria detectada no commit aca5e41: 'copilot'; Co-autoria detectada no commit ba4f674: 'claude',1000,285,3234.3855766145207,47.5,21.4,0.5,460.761,56.296780091553885,53.12446238952426,20.418721433779872,34,25,10935.490858585857,4.166666666666667,29.411764705882355,0.0,859.3823529411765,55.27233443792292,51.128544386547176,21.887579001121253,-1.8197233517883888
simonw/datasette,11025,8.5,3,Co-autoria detectada no commit b3001c1: 'claude',184,256,5773.957351712615,42.666666666666664,19.021739130434785,1.0869565217391304,54.34782608695652,54.56691360581442,51.98052272591746,28.284490331694983,121,66,2894.0304629629627,11.0,23.96694214876033,0.0,168.6198347107438,54.429520094173746,53.010371904509526,28.29787240767655,-0.2517890468080901
kedro-org/kedro,10863,7.1,3,Co-autoria detectada no commit c97c452: 'copilot',303,182,5041.03981276857,30.333333333333332,16.5016501650165,2.31023102310231,1247.8943894389438,76.40695883079891,75.04796703643774,22.646112955439904,122,249,3894.6132413305027,41.5,48.36065573770492,10.655737704918032,168.45901639344262,71.59851023292974,71.04733218343962,25.530555551460612,-6.293207675648168
